,Date,Name of State / UT,Latitude,Longitude,Total Confirmed cases,Death,Cured/Discharged/Migrated,New cases,New deaths,New recovered
84,2020-03-10,Delhi,28.7041,77.1025,4.0,0,0.0,0,0,0
85,2020-03-10,Haryana,29.0588,76.0856,14.0,0,0.0,0,0,0
86,2020-03-10,Karnataka,15.3173,75.7139,4.0,0,0.0,3,0,0
87,2020-03-10,Kerala,10.8505,76.2711,15.0,0,3.0,6,0,0
88,2020-03-10,Maharashtra,19.7515,75.7139,5.0,0,0.0,3,0,0
89,2020-03-10,Punjab,31.1471,75.3412,1.0,0,0.0,0,0,0
90,2020-03-10,Rajasthan,27.0238,74.2179,1.0,0,0.0,0,0,0
91,2020-03-10,Tamil Nadu,11.1271,78.6569,1.0,0,0.0,0,0,0
92,2020-03-10,Telengana,18.1124,79.0193,1.0,0,0.0,0,0,0
93,2020-03-10,Union Territory of Jammu and Kashmir,33.7782,76.5762,1.0,0,0.0,0,0,0
94,2020-03-10,Union Territory of Ladakh,34.2996,78.2932,2.0,0,0.0,0,0,0
95,2020-03-10,Uttar Pradesh,26.8467,80.9462,7.0,0,0.0,0,0,0
96,2020-03-11,Delhi,28.7041,77.1025,5.0,0,0.0,1,0,0
97,2020-03-11,Haryana,29.0588,76.0856,14.0,0,0.0,0,0,0
98,2020-03-11,Karnataka,15.3173,75.7139,4.0,0,0.0,0,0,0
99,2020-03-11,Kerala,10.8505,76.2711,17.0,0,3.0,2,0,0
100,2020-03-11,Maharashtra,19.7515,75.7139,10.0,0,0.0,5,0,0
101,2020-03-11,Punjab,31.1471,75.3412,1.0,0,0.0,0,0,0
102,2020-03-11,Rajasthan,27.0238,74.2179,3.0,0,0.0,2,0,0
103,2020-03-11,Tamil Nadu,11.1271,78.6569,1.0,0,0.0,0,0,0
104,2020-03-11,Telengana,18.1124,79.0193,1.0,0,0.0,0,0,0
105,2020-03-11,Union Territory of Jammu and Kashmir,33.7782,76.5762,1.0,0,0.0,0,0,0
106,2020-03-11,Union Territory of Ladakh,34.2996,78.2932,2.0,0,0.0,0,0,0
107,2020-03-11,Uttar Pradesh,26.8467,80.9462,9.0,0,0.0,2,0,0
108,2020-03-12,Andhra Pradesh,15.9129,79.74,1.0,0,0.0,0,0,0
109,2020-03-12,Delhi,28.7041,77.1025,6.0,0,0.0,1,0,0
110,2020-03-12,Haryana,29.0588,76.0856,14.0,0,0.0,0,0,0
111,2020-03-12,Karnataka,15.3173,75.7139,4.0,1,0.0,0,0,0
112,2020-03-12,Kerala,10.8505,76.2711,17.0,0,3.0,0,0,0
113,2020-03-12,Maharashtra,19.7515,75.7139,11.0,0,0.0,1,0,0
114,2020-03-12,Punjab,31.1471,75.3412,1.0,0,0.0,0,0,0
115,2020-03-12,Rajasthan,27.0238,74.2179,3.0,0,0.0,0,0,0
116,2020-03-12,Tamil Nadu,11.1271,78.6569,1.0,0,0.0,0,0,0
117,2020-03-12,Telengana,18.1124,79.0193,1.0,0,0.0,0,0,0
118,2020-03-12,Union Territory of Jammu and Kashmir,33.7782,76.5762,1.0,0,0.0,0,0,0
119,2020-03-12,Union Territory of Ladakh,34.2996,78.2932,3.0,0,0.0,1,0,0
120,2020-03-12,Uttar Pradesh,26.8467,80.9462,11.0,0,0.0,2,0,0
121,2020-03-13,Andhra Pradesh,15.9129,79.74,1.0,0,0.0,0,0,0
122,2020-03-13,Delhi,28.7041,77.1025,6.0,0,0.0,0,0,0
123,2020-03-13,Haryana,29.0588,76.0856,14.0,0,0.0,0,0,0
124,2020-03-13,Karnataka,15.3173,75.7139,5.0,1,0.0,1,0,0
125,2020-03-13,Kerala,10.8505,76.2711,17.0,0,3.0,0,0,0
126,2020-03-13,Maharashtra,19.7515,75.7139,11.0,0,0.0,0,0,0
127,2020-03-13,Punjab,31.1471,75.3412,1.0,0,0.0,0,0,0
128,2020-03-13,Rajasthan,27.0238,74.2179,3.0,0,0.0,0,0,0
129,2020-03-13,Tamil Nadu,11.1271,78.6569,1.0,0,0.0,0,0,0
130,2020-03-13,Telengana,18.1124,79.0193,1.0,0,0.0,0,0,0
131,2020-03-13,Union Territory of Jammu and Kashmir,33.7782,76.5762,1.0,0,0.0,0,0,0
132,2020-03-13,Union Territory of Ladakh,34.2996,78.2932,3.0,0,0.0,0,0,0
133,2020-03-13,Uttar Pradesh,26.8467,80.9462,11.0,0,0.0,0,0,0
134,2020-03-14,Andhra Pradesh,15.9129,79.74,1.0,0,0.0,0,0,0
135,2020-03-14,Delhi,28.7041,77.1025,7.0,1,1.0,1,0,1
136,2020-03-14,Haryana,29.0588,76.0856,14.0,0,0.0,0,0,0
137,2020-03-14,Karnataka,15.3173,75.7139,6.0,1,0.0,1,0,0
138,2020-03-14,Kerala,10.8505,76.2711,19.0,0,3.0,2,0,0
139,2020-03-14,Maharashtra,19.7515,75.7139,14.0,0,0.0,3,0,0
140,2020-03-14,Punjab,31.1471,75.3412,1.0,0,0.0,0,0,0
141,2020-03-14,Rajasthan,27.0238,74.2179,3.0,0,1.0,0,0,1
142,2020-03-14,Tamil Nadu,11.1271,78.6569,1.0,0,0.0,0,0,0
143,2020-03-14,Telengana,18.1124,79.0193,1.0,0,0.0,0,0,0
144,2020-03-14,Union Territory of Jammu and Kashmir,33.7782,76.5762,2.0,0,0.0,1,0,0
145,2020-03-14,Union Territory of Ladakh,34.2996,78.2932,3.0,0,0.0,0,0,0
146,2020-03-14,Uttar Pradesh,26.8467,80.9462,12.0,0,5.0,1,0,5
147,2020-03-15,Andhra Pradesh,15.9129,79.74,1.0,0,0.0,0,0,0
148,2020-03-15,Delhi,28.7041,77.1025,7.0,1,2.0,0,0,1
149,2020-03-15,Haryana,29.0588,76.0856,14.0,0,0.0,0,0,0
150,2020-03-15,Karnataka,15.3173,75.7139,6.0,1,0.0,0,0,0
151,2020-03-15,Kerala,10.8505,76.2711,23.0,0,3.0,4,0,0
152,2020-03-15,Maharashtra,19.7515,75.7139,32.0,0,0.0,18,0,0
153,2020-03-15,Punjab,31.1471,75.3412,1.0,0,0.0,0,0,0
154,2020-03-15,Rajasthan,27.0238,74.2179,4.0,0,3.0,1,0,2
155,2020-03-15,Tamil Nadu,11.1271,78.6569,1.0,0,0.0,0,0,0
156,2020-03-15,Telengana,18.1124,79.0193,3.0,0,1.0,2,0,1
157,2020-03-15,Union Territory of Jammu and Kashmir,33.7782,76.5762,2.0,0,0.0,0,0,0
158,2020-03-15,Union Territory of Ladakh,34.2996,78.2932,3.0,0,0.0,0,0,0
159,2020-03-15,Uttar Pradesh,26.8467,80.9462,13.0,0,4.0,1,0,-1
160,2020-03-15,Uttarakhand,30.0668,79.0193,1.0,0,0.0,0,0,0
161,2020-03-16,Andhra Pradesh,15.9129,79.74,1.0,0,0.0,0,0,0
162,2020-03-16,Delhi,28.7041,77.1025,7.0,1,2.0,0,0,0
163,2020-03-16,Haryana,29.0588,76.0856,14.0,0,0.0,0,0,0
164,2020-03-16,Karnataka,15.3173,75.7139,6.0,1,0.0,0,0,0
165,2020-03-16,Kerala,10.8505,76.2711,23.0,0,3.0,0,0,0
166,2020-03-16,Maharashtra,19.7515,75.7139,32.0,0,0.0,0,0,0
167,2020-03-16,Odisha,20.9517,85.0985,1.0,0,0.0,0,0,0
168,2020-03-16,Punjab,31.1471,75.3412,1.0,0,0.0,0,0,0
169,2020-03-16,Rajasthan,27.0238,74.2179,4.0,0,3.0,0,0,0
170,2020-03-16,Tamil Nadu,11.1271,78.6569,1.0,0,0.0,0,0,0
171,2020-03-16,Telengana,18.1124,79.0193,3.0,0,1.0,0,0,0
172,2020-03-16,Union Territory of Jammu and Kashmir,33.7782,76.5762,3.0,0,0.0,1,0,0
173,2020-03-16,Union Territory of Ladakh,34.2996,78.2932,4.0,0,0.0,1,0,0
174,2020-03-16,Uttar Pradesh,26.8467,80.9462,13.0,0,4.0,0,0,0
175,2020-03-16,Uttarakhand,30.0668,79.0193,1.0,0,0.0,0,0,0
176,2020-03-17,Andhra Pradesh,15.9129,79.74,1.0,0,0.0,0,0,0
177,2020-03-17,Delhi,28.7041,77.1025,8.0,1,2.0,1,0,0
178,2020-03-17,Haryana,29.0588,76.0856,15.0,0,0.0,1,0,0
179,2020-03-17,Karnataka,15.3173,75.7139,11.0,1,0.0,5,0,0
180,2020-03-17,Kerala,10.8505,76.2711,26.0,0,3.0,3,0,0
181,2020-03-17,Maharashtra,19.7515,75.7139,39.0,1,0.0,7,0,0
182,2020-03-17,Odisha,20.9517,85.0985,1.0,0,0.0,0,0,0
183,2020-03-17,Punjab,31.1471,75.3412,1.0,0,0.0,0,0,0
184,2020-03-17,Rajasthan,27.0238,74.2179,4.0,0,3.0,0,0,0
185,2020-03-17,Tamil Nadu,11.1271,78.6569,1.0,0,0.0,0,0,0
186,2020-03-17,Telengana,18.1124,79.0193,5.0,0,1.0,2,0,0
187,2020-03-17,Union Territory of Jammu and Kashmir,33.7782,76.5762,3.0,0,0.0,0,0,0
188,2020-03-17,Union Territory of Ladakh,34.2996,78.2932,6.0,0,0.0,2,0,0
189,2020-03-17,Uttar Pradesh,26.8467,80.9462,15.0,0,5.0,2,0,1
190,2020-03-17,Uttarakhand,30.0668,79.0193,1.0,0,0.0,0,0,0
191,2020-03-18,Andhra Pradesh,15.9129,79.74,1.0,0,0.0,0,0,0
192,2020-03-18,Delhi,28.7041,77.1025,10.0,1,2.0,2,0,0
193,2020-03-18,Haryana,29.0588,76.0856,17.0,0,0.0,2,0,0
194,2020-03-18,Karnataka,15.3173,75.7139,11.0,1,0.0,0,0,0
195,2020-03-18,Kerala,10.8505,76.2711,27.0,0,3.0,1,0,0
196,2020-03-18,Maharashtra,19.7515,75.7139,42.0,1,0.0,3,0,0
197,2020-03-18,Odisha,20.9517,85.0985,1.0,0,0.0,0,0,0
198,2020-03-18,Puducherry,11.9416,79.8083,1.0,0,0.0,0,0,0
199,2020-03-18,Punjab,31.1471,75.3412,1.0,0,0.0,0,0,0
200,2020-03-18,Rajasthan,27.0238,74.2179,4.0,0,3.0,0,0,0
201,2020-03-18,Tamil Nadu,11.1271,78.6569,1.0,0,0.0,0,0,0
202,2020-03-18,Telengana,18.1124,79.0193,6.0,0,1.0,1,0,0
203,2020-03-18,Union Territory of Jammu and Kashmir,33.7782,76.5762,3.0,0,0.0,0,0,0
204,2020-03-18,Union Territory of Ladakh,34.2996,78.2932,8.0,0,0.0,2,0,0
205,2020-03-18,Uttar Pradesh,26.8467,80.9462,16.0,0,5.0,1,0,0
206,2020-03-18,Uttarakhand,30.0668,79.0193,1.0,0,0.0,0,0,0
207,2020-03-18,West Bengal,22.9868,87.855,1.0,0,0.0,0,0,0
208,2020-03-19,Andhra Pradesh,15.9129,79.74,2.0,0,0.0,1,0,0
209,2020-03-19,Chhattisgarh,21.2787,81.8661,1.0,0,0.0,0,0,0
210,2020-03-19,Delhi,28.7041,77.1025,12.0,1,3.0,2,0,1
211,2020-03-19,Haryana,29.0588,76.0856,17.0,0,0.0,0,0,0
212,2020-03-19,Karnataka,15.3173,75.7139,14.0,1,0.0,3,0,0
213,2020-03-19,Kerala,10.8505,76.2711,27.0,0,3.0,0,0,0
214,2020-03-19,Maharashtra,19.7515,75.7139,47.0,1,0.0,5,0,0
215,2020-03-19,Odisha,20.9517,85.0985,1.0,0,0.0,0,0,0
216,2020-03-19,Puducherry,11.9416,79.8083,1.0,0,0.0,0,0,0
217,2020-03-19,Punjab,31.1471,75.3412,2.0,1,0.0,1,0,0
218,2020-03-19,Rajasthan,27.0238,74.2179,7.0,0,3.0,3,0,0
219,2020-03-19,Tamil Nadu,11.1271,78.6569,2.0,0,1.0,1,0,1
220,2020-03-19,Telengana,18.1124,79.0193,6.0,0,1.0,0,0,0
221,2020-03-19,Union Territory of Chandigarh,30.7333,76.7794,1.0,0,0.0,0,0,0
222,2020-03-19,Union Territory of Jammu and Kashmir,33.7782,76.5762,4.0,0,0.0,1,0,0
223,2020-03-19,Union Territory of Ladakh,34.2996,78.2932,8.0,0,0.0,0,0,0
224,2020-03-19,Uttar Pradesh,26.8467,80.9462,19.0,0,9.0,3,0,4
225,2020-03-19,Uttarakhand,30.0668,79.0193,1.0,0,0.0,0,0,0
226,2020-03-19,West Bengal,22.9868,87.855,1.0,0,0.0,0,0,0
227,2020-03-20,Andhra Pradesh,15.9129,79.74,2.0,0,0.0,0,0,0
228,2020-03-20,Chhattisgarh,21.2787,81.8661,1.0,0,0.0,0,0,0
229,2020-03-20,Delhi,28.7041,77.1025,17.0,1,3.0,5,0,0
230,2020-03-20,Gujarat,22.2587,71.1924,2.0,0,0.0,0,0,0
231,2020-03-20,Haryana,29.0588,76.0856,17.0,0,0.0,0,0,0
232,2020-03-20,Karnataka,15.3173,75.7139,15.0,1,0.0,1,0,0
233,2020-03-20,Kerala,10.8505,76.2711,28.0,0,3.0,1,0,0
234,2020-03-20,Maharashtra,19.7515,75.7139,47.0,1,0.0,0,0,0
235,2020-03-20,Odisha,20.9517,85.0985,1.0,0,0.0,0,0,0
236,2020-03-20,Puducherry,11.9416,79.8083,1.0,0,0.0,0,0,0
237,2020-03-20,Punjab,31.1471,75.3412,2.0,1,0.0,0,0,0
238,2020-03-20,Rajasthan,27.0238,74.2179,7.0,0,3.0,0,0,0
239,2020-03-20,Tamil Nadu,11.1271,78.6569,3.0,0,1.0,1,0,0
240,2020-03-20,Telengana,18.1124,79.0193,16.0,0,1.0,10,0,0
241,2020-03-20,Union Territory of Chandigarh,30.7333,76.7794,1.0,0,0.0,0,0,0
242,2020-03-20,Union Territory of Jammu and Kashmir,33.7782,76.5762,4.0,0,0.0,0,0,0
243,2020-03-20,Union Territory of Ladakh,34.2996,78.2932,10.0,0,0.0,2,0,0
244,2020-03-20,Uttar Pradesh,26.8467,80.9462,19.0,0,9.0,0,0,0
245,2020-03-20,Uttarakhand,30.0668,79.0193,1.0,0,0.0,0,0,0
246,2020-03-20,West Bengal,22.9868,87.855,1.0,0,0.0,0,0,0
247,2020-03-21,Andhra Pradesh,15.9129,79.74,3.0,0,0.0,1,0,0
248,2020-03-21,Chandigarh,30.7333,76.7794,1.0,0,0.0,0,0,0
249,2020-03-21,Chhattisgarh,21.2787,81.8661,1.0,0,0.0,0,0,0
250,2020-03-21,Delhi,28.7041,77.1025,26.0,1,5.0,9,0,2
251,2020-03-21,Gujarat,22.2587,71.1924,7.0,0,0.0,5,0,0
252,2020-03-21,Haryana,29.0588,76.0856,17.0,0,0.0,0,0,0
253,2020-03-21,Himachal Pradesh,31.1048,77.1734,2.0,0,0.0,0,0,0
254,2020-03-21,Jammu and Kashmir,33.7782,76.5762,4.0,0,0.0,0,0,0
255,2020-03-21,Karnataka,15.3173,75.7139,15.0,1,1.0,0,0,1
256,2020-03-21,Kerala,10.8505,76.2711,40.0,0,3.0,12,0,0
257,2020-03-21,Ladakh,34.2996,78.2932,13.0,0,0.0,0,0,0
258,2020-03-21,Madhya Pradesh,22.9734,78.6569,4.0,0,0.0,0,0,0
259,2020-03-21,Maharashtra,19.7515,75.7139,63.0,1,0.0,16,0,0
260,2020-03-21,Odisha,20.9517,85.0985,2.0,0,0.0,1,0,0
261,2020-03-21,Puducherry,11.9416,79.8083,1.0,0,0.0,0,0,0
262,2020-03-21,Punjab,31.1471,75.3412,13.0,1,0.0,11,0,0
263,2020-03-21,Rajasthan,27.0238,74.2179,17.0,0,3.0,10,0,0
264,2020-03-21,Tamil Nadu,11.1271,78.6569,3.0,0,1.0,0,0,0
265,2020-03-21,Telengana,18.1124,79.0193,21.0,0,1.0,5,0,0
266,2020-03-21,Uttar Pradesh,26.8467,80.9462,24.0,0,9.0,5,0,0
267,2020-03-21,Uttarakhand,30.0668,79.0193,3.0,0,0.0,2,0,0
268,2020-03-21,West Bengal,22.9868,87.855,3.0,0,0.0,2,0,0
269,2020-03-22,Andhra Pradesh,15.9129,79.74,5.0,0,0.0,2,0,0
270,2020-03-22,Bihar,25.0961,85.3131,2.0,1,0.0,0,0,0
271,2020-03-22,Chandigarh,30.7333,76.7794,5.0,0,0.0,4,0,0
272,2020-03-22,Chhattisgarh,21.2787,81.8661,1.0,0,0.0,0,0,0
273,2020-03-22,Delhi,28.7041,77.1025,29.0,1,5.0,3,0,0
274,2020-03-22,Gujarat,22.2587,71.1924,18.0,1,0.0,11,0,0
275,2020-03-22,Haryana,29.0588,76.0856,21.0,0,0.0,4,0,0
276,2020-03-22,Himachal Pradesh,31.1048,77.1734,2.0,0,0.0,0,0,0
277,2020-03-22,Jammu and Kashmir,33.7782,76.5762,4.0,0,0.0,0,0,0
278,2020-03-22,Karnataka,15.3173,75.7139,26.0,1,2.0,11,0,1
279,2020-03-22,Kerala,10.8505,76.2711,52.0,0,3.0,12,0,0
280,2020-03-22,Ladakh,34.2996,78.2932,13.0,0,0.0,0,0,0
281,2020-03-22,Madhya Pradesh,22.9734,78.6569,4.0,0,0.0,0,0,0
282,2020-03-22,Maharashtra,19.7515,75.7139,67.0,2,0.0,4,0,0
283,2020-03-22,Odisha,20.9517,85.0985,2.0,0,0.0,0,0,0
284,2020-03-22,Puducherry,11.9416,79.8083,1.0,0,0.0,0,0,0
285,2020-03-22,Punjab,31.1471,75.3412,21.0,1,0.0,8,0,0
286,2020-03-22,Rajasthan,27.0238,74.2179,24.0,0,3.0,7,0,0
287,2020-03-22,Tamil Nadu,11.1271,78.6569,7.0,0,1.0,4,0,0
288,2020-03-22,Telengana,18.1124,79.0193,22.0,0,1.0,1,0,0
289,2020-03-22,Uttar Pradesh,26.8467,80.9462,27.0,0,9.0,3,0,0
290,2020-03-22,Uttarakhand,30.0668,79.0193,3.0,0,0.0,0,0,0
291,2020-03-22,West Bengal,22.9868,87.855,4.0,0,0.0,1,0,0
292,2020-03-23,Andhra Pradesh,15.9129,79.74,7.0,0,0.0,2,0,0
293,2020-03-23,Bihar,25.0961,85.3131,2.0,1,0.0,0,0,0
294,2020-03-23,Chandigarh,30.7333,76.7794,6.0,0,0.0,1,0,0
295,2020-03-23,Chhattisgarh,21.2787,81.8661,1.0,0,0.0,0,0,0
296,2020-03-23,Delhi,28.7041,77.1025,29.0,1,5.0,0,0,0
297,2020-03-23,Gujarat,22.2587,71.1924,29.0,1,0.0,11,0,0
298,2020-03-23,Haryana,29.0588,76.0856,26.0,0,11.0,5,0,11
299,2020-03-23,Himachal Pradesh,31.1048,77.1734,2.0,0,0.0,0,0,0
300,2020-03-23,Jammu and Kashmir,33.7782,76.5762,4.0,0,0.0,0,0,0
301,2020-03-23,Karnataka,15.3173,75.7139,33.0,1,2.0,7,0,0
302,2020-03-23,Kerala,10.8505,76.2711,67.0,0,3.0,15,0,0
303,2020-03-23,Ladakh,34.2996,78.2932,13.0,0,0.0,0,0,0
304,2020-03-23,Madhya Pradesh,22.9734,78.6569,6.0,0,0.0,2,0,0
305,2020-03-23,Maharashtra,19.7515,75.7139,74.0,2,0.0,7,0,0
306,2020-03-23,Odisha,20.9517,85.0985,2.0,0,0.0,0,0,0
307,2020-03-23,Puducherry,11.9416,79.8083,1.0,0,0.0,0,0,0
308,2020-03-23,Punjab,31.1471,75.3412,21.0,1,0.0,0,0,0
309,2020-03-23,Rajasthan,27.0238,74.2179,28.0,0,3.0,4,0,0
310,2020-03-23,Tamil Nadu,11.1271,78.6569,9.0,0,1.0,2,0,0
311,2020-03-23,Telengana,18.1124,79.0193,32.0,0,1.0,10,0,0
312,2020-03-23,Uttar Pradesh,26.8467,80.9462,31.0,0,9.0,4,0,0
313,2020-03-23,Uttarakhand,30.0668,79.0193,3.0,0,0.0,0,0,0
314,2020-03-23,West Bengal,22.9868,87.855,7.0,1,0.0,3,0,0
315,2020-03-24,Andhra Pradesh,15.9129,79.74,8.0,0,0.0,1,0,0
316,2020-03-24,Bihar,25.0961,85.3131,3.0,1,0.0,1,0,0
317,2020-03-24,Chandigarh,30.7333,76.7794,7.0,0,0.0,1,0,0
318,2020-03-24,Chhattisgarh,21.2787,81.8661,1.0,0,0.0,0,0,0
319,2020-03-24,Delhi,28.7041,77.1025,30.0,2,6.0,1,0,1
320,2020-03-24,Gujarat,22.2587,71.1924,33.0,1,0.0,4,0,0
321,2020-03-24,Haryana,29.0588,76.0856,28.0,0,11.0,2,0,0
322,2020-03-24,Himachal Pradesh,31.1048,77.1734,3.0,1,0.0,1,0,0
323,2020-03-24,Jammu and Kashmir,33.7782,76.5762,4.0,0,0.0,0,0,0
324,2020-03-24,Karnataka,15.3173,75.7139,37.0,1,3.0,4,0,1
325,2020-03-24,Kerala,10.8505,76.2711,95.0,0,4.0,28,0,1
326,2020-03-24,Ladakh,34.2996,78.2932,13.0,0,0.0,0,0,0
327,2020-03-24,Madhya Pradesh,22.9734,78.6569,7.0,0,0.0,1,0,0
328,2020-03-24,Maharashtra,19.7515,75.7139,89.0,2,0.0,15,0,0
329,2020-03-24,Manipur,24.6637,93.9063,1.0,0,0.0,0,0,0
330,2020-03-24,Odisha,20.9517,85.0985,2.0,0,0.0,0,0,0
331,2020-03-24,Puducherry,11.9416,79.8083,1.0,0,0.0,0,0,0
332,2020-03-24,Punjab,31.1471,75.3412,29.0,1,0.0,8,0,0
333,2020-03-24,Rajasthan,27.0238,74.2179,32.0,0,3.0,4,0,0
334,2020-03-24,Tamil Nadu,11.1271,78.6569,15.0,0,1.0,6,0,0
335,2020-03-24,Telengana,18.1124,79.0193,35.0,0,1.0,3,0,0
336,2020-03-24,Uttar Pradesh,26.8467,80.9462,33.0,0,11.0,2,0,2
337,2020-03-24,Uttarakhand,30.0668,79.0193,4.0,0,0.0,1,0,0
338,2020-03-24,West Bengal,22.9868,87.855,9.0,1,0.0,2,0,0
339,2020-03-25,Andhra Pradesh,15.9129,79.74,9.0,0,1.0,1,0,1
340,2020-03-25,Bihar,25.0961,85.3131,4.0,1,0.0,1,0,0
341,2020-03-25,Chandigarh,30.7333,76.7794,7.0,0,0.0,0,0,0
342,2020-03-25,Chhattisgarh,21.2787,81.8661,1.0,0,0.0,0,0,0
343,2020-03-25,Delhi,28.7041,77.1025,31.0,1,6.0,1,0,0
344,2020-03-25,Gujarat,22.2587,71.1924,38.0,1,0.0,5,0,0
345,2020-03-25,Haryana,29.0588,76.0856,28.0,0,11.0,0,0,0
346,2020-03-25,Himachal Pradesh,31.1048,77.1734,3.0,1,0.0,0,0,0
347,2020-03-25,Jammu and Kashmir,33.7782,76.5762,7.0,0,1.0,3,0,1
348,2020-03-25,Karnataka,15.3173,75.7139,41.0,1,3.0,4,0,0
349,2020-03-25,Kerala,10.8505,76.2711,109.0,0,4.0,14,0,0
350,2020-03-25,Ladakh,34.2996,78.2932,13.0,0,0.0,0,0,0
351,2020-03-25,Madhya Pradesh,22.9734,78.6569,14.0,0,0.0,7,0,0
352,2020-03-25,Maharashtra,19.7515,75.7139,128.0,3,1.0,39,0,1
353,2020-03-25,Manipur,24.6637,93.9063,1.0,0,0.0,0,0,0
354,2020-03-25,Mizoram,23.1645,92.9376,1.0,0,0.0,0,0,0
355,2020-03-25,Odisha,20.9517,85.0985,2.0,0,0.0,0,0,0
356,2020-03-25,Puducherry,11.9416,79.8083,1.0,0,0.0,0,0,0
357,2020-03-25,Punjab,31.1471,75.3412,29.0,1,0.0,0,0,0
358,2020-03-25,Rajasthan,27.0238,74.2179,36.0,0,3.0,4,0,0
359,2020-03-25,Tamil Nadu,11.1271,78.6569,18.0,0,1.0,3,0,0
360,2020-03-25,Telengana,18.1124,79.0193,35.0,0,1.0,0,0,0
361,2020-03-25,Uttar Pradesh,26.8467,80.9462,37.0,0,11.0,4,0,0
362,2020-03-25,Uttarakhand,30.0668,79.0193,4.0,0,0.0,0,0,0
363,2020-03-25,West Bengal,22.9868,87.855,9.0,1,0.0,0,0,0
364,2020-03-26,Andaman and Nicobar Islands,11.7401,92.6586,1.0,0,0.0,0,0,0
365,2020-03-26,Andhra Pradesh,15.9129,79.74,11.0,0,1.0,2,0,0
366,2020-03-26,Bihar,25.0961,85.3131,6.0,1,0.0,2,0,0
367,2020-03-26,Chandigarh,30.7333,76.7794,7.0,0,0.0,0,0,0
368,2020-03-26,Chhattisgarh,21.2787,81.8661,6.0,0,0.0,5,0,0
369,2020-03-26,Delhi,28.7041,77.1025,36.0,1,6.0,5,0,0
370,2020-03-26,Goa,15.2993,74.124,3.0,0,0.0,0,0,0
371,2020-03-26,Gujarat,22.2587,71.1924,43.0,3,0.0,5,0,0
372,2020-03-26,Haryana,29.0588,76.0856,30.0,0,11.0,2,0,0
373,2020-03-26,Himachal Pradesh,31.1048,77.1734,3.0,1,0.0,0,0,0
374,2020-03-26,Jammu and Kashmir,33.7782,76.5762,13.0,1,1.0,6,0,0
375,2020-03-26,Karnataka,15.3173,75.7139,55.0,2,3.0,14,0,0
376,2020-03-26,Kerala,10.8505,76.2711,118.0,0,6.0,9,0,2
377,2020-03-26,Ladakh,34.2996,78.2932,13.0,0,0.0,0,0,0
378,2020-03-26,Madhya Pradesh,22.9734,78.6569,20.0,1,0.0,6,0,0
379,2020-03-26,Maharashtra,19.7515,75.7139,124.0,3,1.0,0,0,0
380,2020-03-26,Manipur,24.6637,93.9063,1.0,0,0.0,0,0,0
381,2020-03-26,Mizoram,23.1645,92.9376,1.0,0,0.0,0,0,0
382,2020-03-26,Odisha,20.9517,85.0985,2.0,0,0.0,0,0,0
383,2020-03-26,Puducherry,11.9416,79.8083,1.0,0,0.0,0,0,0
384,2020-03-26,Punjab,31.1471,75.3412,33.0,1,0.0,4,0,0
385,2020-03-26,Rajasthan,27.0238,74.2179,41.0,0,3.0,5,0,0
386,2020-03-26,Tamil Nadu,11.1271,78.6569,26.0,1,1.0,8,0,0
387,2020-03-26,Telengana,18.1124,79.0193,44.0,0,1.0,9,0,0
388,2020-03-26,Uttar Pradesh,26.8467,80.9462,41.0,0,11.0,4,0,0
389,2020-03-26,Uttarakhand,30.0668,79.0193,5.0,0,0.0,1,0,0
390,2020-03-26,West Bengal,22.9868,87.855,10.0,1,0.0,1,0,0
391,2020-03-27,Andaman and Nicobar Islands,11.7401,92.6586,1.0,0,0.0,0,0,0
392,2020-03-27,Andhra Pradesh,15.9129,79.74,12.0,0,1.0,1,0,0
393,2020-03-27,Bihar,25.0961,85.3131,6.0,1,0.0,0,0,0
394,2020-03-27,Chandigarh,30.7333,76.7794,7.0,0,0.0,0,0,0
395,2020-03-27,Chhattisgarh,21.2787,81.8661,6.0,0,0.0,0,0,0
396,2020-03-27,Delhi,28.7041,77.1025,36.0,1,6.0,0,0,0
397,2020-03-27,Goa,15.2993,74.124,3.0,0,0.0,0,0,0
398,2020-03-27,Gujarat,22.2587,71.1924,43.0,3,0.0,0,0,0
399,2020-03-27,Haryana,29.0588,76.0856,30.0,0,11.0,0,0,0
400,2020-03-27,Himachal Pradesh,31.1048,77.1734,3.0,1,0.0,0,0,0
401,2020-03-27,Jammu and Kashmir,33.7782,76.5762,13.0,1,1.0,0,0,0
402,2020-03-27,Karnataka,15.3173,75.7139,55.0,2,3.0,0,0,0
403,2020-03-27,Kerala,10.8505,76.2711,137.0,0,11.0,19,0,5
404,2020-03-27,Ladakh,34.2996,78.2932,13.0,0,3.0,0,0,3
405,2020-03-27,Madhya Pradesh,22.9734,78.6569,20.0,1,0.0,0,0,0
406,2020-03-27,Maharashtra,19.7515,75.7139,130.0,4,15.0,6,0,14
407,2020-03-27,Manipur,24.6637,93.9063,1.0,0,0.0,0,0,0
408,2020-03-27,Mizoram,23.1645,92.9376,1.0,0,0.0,0,0,0
409,2020-03-27,Odisha,20.9517,85.0985,2.0,0,0.0,0,0,0
410,2020-03-27,Puducherry,11.9416,79.8083,1.0,0,0.0,0,0,0
411,2020-03-27,Punjab,31.1471,75.3412,33.0,1,0.0,0,0,0
412,2020-03-27,Rajasthan,27.0238,74.2179,41.0,0,3.0,0,0,0
